Order_date_SK,orderDate,Year,Quarter,Month,Week,FiscalYear,FiscalQuarter,FiscalMonth,FiscalWeek
63089,2/27/2009,2009,1,2,9,2009,4,11,49
63090,2/27/2009,2009,1,2,9,2009,4,11,49
63091,2/27/2009,2009,1,2,9,2009,4,11,49
63092,3/4/2009,2009,1,3,10,2009,4,12,50
63093,11/12/2006,2006,4,11,46,2007,3,8,58
63094,11/12/2006,2006,4,11,46,2007,3,8,58
63095,1/27/2007,2007,1,1,4,2007,4,10,44
63096,1/27/2007,2007,1,1,4,2007,4,10,44
63097,11/28/2006,2006,4,11,48,2007,3,8,60
63098,11/28/2006,2006,4,11,48,2007,3,8,60
63099,11/19/2006,2006,4,11,47,2007,3,8,59
63100,12/4/2006,2006,4,12,49,2007,3,9,61
63101,12/4/2006,2006,4,12,49,2007,3,9,61
63102,6/3/2006,2006,2,6,22,2007,1,3,34
63103,9/5/2010,2010,3,9,37,2011,2,6,49
63104,9/5/2010,2010,3,9,37,2011,2,6,49
63105,12/7/2006,2006,4,12,49,2007,3,9,61
63106,11/21/2006,2006,4,11,47,2007,3,8,59
63107,2/1/2007,2007,1,2,5,2007,4,11,45
63108,1/19/2007,2007,1,1,3,2007,4,10,43
63109,1/19/2007,2007,1,1,3,2007,4,10,43
63110,5/24/2006,2006,2,5,21,2007,1,2,33
63111,4/2/2007,2007,2,4,14,2008,1,1,26
63112,12/19/2008,2008,4,12,51,2009,3,9,63
63113,12/19/2008,2008,4,12,51,2009,3,9,63
63114,12/19/2008,2008,4,12,51,2009,3,9,63
63115,12/22/2008,2008,4,12,52,2009,3,9,64
63116,4/10/2007,2007,2,4,15,2008,1,1,27
63117,3/28/2007,2007,1,3,13,2007,4,12,25
63118,3/28/2007,2007,1,3,13,2007,4,12,25
63119,3/28/2007,2007,1,3,13,2007,4,12,25
63120,12/22/2008,2008,4,12,52,2009,3,9,64
63121,5/23/2008,2008,2,5,21,2009,1,2,33
63122,5/20/2008,2008,2,5,21,2009,1,2,33
63123,5/22/2008,2008,2,5,21,2009,1,2,33
63124,5/22/2008,2008,2,5,21,2009,1,2,33
63125,5/22/2008,2008,2,5,21,2009,1,2,33
63126,5/20/2008,2008,2,5,21,2009,1,2,33
63127,5/20/2008,2008,2,5,21,2009,1,2,33
63128,5/20/2008,2008,2,5,21,2009,1,2,33
63129,5/17/2008,2008,2,5,20,2009,1,2,32
63130,5/17/2008,2008,2,5,20,2009,1,2,32
63131,5/17/2008,2008,2,5,20,2009,1,2,32
63132,6/2/2008,2008,2,6,23,2009,1,3,35
63133,5/21/2008,2008,2,5,21,2009,1,2,33
63134,4/14/2008,2008,2,4,16,2009,1,1,28
63135,5/29/2007,2007,2,5,22,2008,1,2,34
63136,5/29/2007,2007,2,5,22,2008,1,2,34
63137,5/25/2007,2007,2,5,21,2008,1,2,33
63138,5/21/2007,2007,2,5,21,2008,1,2,33
63139,5/21/2007,2007,2,5,21,2008,1,2,33
63140,5/14/2007,2007,2,5,20,2008,1,2,32
63141,5/14/2007,2007,2,5,20,2008,1,2,32
63142,5/14/2007,2007,2,5,20,2008,1,2,32
63143,5/17/2007,2007,2,5,20,2008,1,2,32
63144,5/14/2007,2007,2,5,20,2008,1,2,32
63145,5/14/2007,2007,2,5,20,2008,1,2,32
63146,1/19/2006,2006,1,1,3,2006,4,10,43
63147,6/11/2007,2007,2,6,24,2008,1,3,36
63148,6/1/2007,2007,2,6,22,2008,1,3,34
63149,6/1/2007,2007,2,6,22,2008,1,3,34
63150,6/1/2007,2007,2,6,22,2008,1,3,34
63151,12/7/2009,2009,4,12,50,2010,3,9,62
63152,12/7/2009,2009,4,12,50,2010,3,9,62
63153,12/7/2009,2009,4,12,50,2010,3,9,62
63154,11/15/2009,2009,4,11,47,2010,3,8,59
63155,12/3/2009,2009,4,12,49,2010,3,9,61
63156,12/3/2009,2009,4,12,49,2010,3,9,61
63157,12/12/2009,2009,4,12,50,2010,3,9,62
63158,12/12/2009,2009,4,12,50,2010,3,9,62
63159,12/2/2009,2009,4,12,49,2010,3,9,61
63160,12/10/2009,2009,4,12,50,2010,3,9,62
63161,12/1/2009,2009,4,12,49,2010,3,9,61
63162,12/17/2009,2009,4,12,51,2010,3,9,63
63163,8/1/2009,2009,3,8,31,2010,2,5,43
63164,9/16/2008,2008,3,9,38,2009,2,6,50
63165,7/31/2009,2009,3,7,31,2010,2,4,43
63166,8/15/2009,2009,3,8,33,2010,2,5,45
63167,9/11/2008,2008,3,9,37,2009,2,6,49
63168,8/31/2008,2008,3,8,36,2009,2,5,48
63169,8/11/2008,2008,3,8,33,2009,2,5,45
63170,8/11/2008,2008,3,8,33,2009,2,5,45
63171,8/30/2008,2008,3,8,35,2009,2,5,47
63172,9/10/2008,2008,3,9,37,2009,2,6,49
63173,7/20/2010,2010,3,7,30,2011,2,4,42
63174,7/24/2010,2010,3,7,30,2011,2,4,42
63175,7/24/2010,2010,3,7,30,2011,2,4,42
63176,8/7/2010,2010,3,8,32,2011,2,5,44
63177,5/30/2005,2005,2,5,23,2006,1,2,35
63178,5/30/2005,2005,2,5,23,2006,1,2,35
63179,7/31/2010,2010,3,7,31,2011,2,4,43
63180,7/31/2010,2010,3,7,31,2011,2,4,43
63181,7/31/2010,2010,3,7,31,2011,2,4,43
63182,7/11/2007,2007,3,7,28,2008,2,4,40
63183,7/8/2009,2009,3,7,28,2010,2,4,40
63184,7/8/2009,2009,3,7,28,2010,2,4,40
63185,7/8/2009,2009,3,7,28,2010,2,4,40
63186,6/19/2009,2009,2,6,25,2010,1,3,37
63187,6/19/2009,2009,2,6,25,2010,1,3,37
63188,6/19/2009,2009,2,6,25,2010,1,3,37
63189,6/2/2005,2005,2,6,23,2006,1,3,35
63190,6/2/2005,2005,2,6,23,2006,1,3,35
63191,7/12/2009,2009,3,7,29,2010,2,4,41
63192,7/4/2009,2009,3,7,27,2010,2,4,39
63193,6/25/2009,2009,2,6,26,2010,1,3,38
63194,6/21/2009,2009,2,6,26,2010,1,3,38
63195,9/8/2007,2007,3,9,36,2008,2,6,48
63196,8/14/2007,2007,3,8,33,2008,2,5,45
63197,8/14/2007,2007,3,8,33,2008,2,5,45
63198,8/15/2007,2007,3,8,33,2008,2,5,45
63199,8/12/2007,2007,3,8,33,2008,2,5,45
63200,8/12/2007,2007,3,8,33,2008,2,5,45
63201,5/27/2007,2007,2,5,22,2008,1,2,34
63202,6/3/2007,2007,2,6,23,2008,1,3,35
63203,5/15/2007,2007,2,5,20,2008,1,2,32
63204,8/14/2007,2007,3,8,33,2008,2,5,45
63205,8/14/2007,2007,3,8,33,2008,2,5,45
63206,8/14/2007,2007,3,8,33,2008,2,5,45
63207,5/16/2007,2007,2,5,20,2008,1,2,32
63208,8/31/2007,2007,3,8,35,2008,2,5,47
63209,3/22/2010,2010,1,3,13,2010,4,12,25
63210,3/31/2010,2010,1,3,14,2010,4,12,26
63211,4/12/2010,2010,2,4,16,2011,1,1,28
63212,7/18/2006,2006,3,7,29,2007,2,4,41
63213,7/18/2006,2006,3,7,29,2007,2,4,41
63214,3/21/2010,2010,1,3,13,2010,4,12,25
63215,3/30/2010,2010,1,3,14,2010,4,12,26
63216,3/26/2010,2010,1,3,13,2010,4,12,25
63217,3/31/2010,2010,1,3,14,2010,4,12,26
63218,4/12/2010,2010,2,4,16,2011,1,1,28
63219,9/8/2006,2006,3,9,36,2007,2,6,48
63220,9/8/2006,2006,3,9,36,2007,2,6,48
63221,9/8/2006,2006,3,9,36,2007,2,6,48
63222,6/13/2006,2006,2,6,24,2007,1,3,36
63223,6/8/2006,2006,2,6,23,2007,1,3,35
63224,2/9/2006,2006,1,2,6,2006,4,11,46
63225,6/27/2006,2006,2,6,26,2007,1,3,38
63226,6/12/2006,2006,2,6,24,2007,1,3,36
63227,6/12/2006,2006,2,6,24,2007,1,3,36
63228,7/4/2006,2006,3,7,27,2007,2,4,39
63229,6/28/2006,2006,2,6,26,2007,1,3,38
63230,2/17/2006,2006,1,2,7,2006,4,11,47
63231,2/16/2006,2006,1,2,7,2006,4,11,47
63232,2/16/2006,2006,1,2,7,2006,4,11,47
63233,9/10/2010,2010,3,9,37,2011,2,6,49
63234,9/10/2010,2010,3,9,37,2011,2,6,49
63235,9/10/2010,2010,3,9,37,2011,2,6,49
63236,9/10/2010,2010,3,9,37,2011,2,6,49
63237,5/23/2005,2005,2,5,22,2006,1,2,34
63238,5/23/2005,2005,2,5,22,2006,1,2,34
63239,5/23/2005,2005,2,5,22,2006,1,2,34
63240,12/14/2006,2006,4,12,50,2007,3,9,62
63241,12/14/2006,2006,4,12,50,2007,3,9,62
63242,12/14/2006,2006,4,12,50,2007,3,9,62
63243,1/8/2007,2007,1,1,2,2007,4,10,42
63244,1/8/2007,2007,1,1,2,2007,4,10,42
63245,12/28/2006,2006,4,12,52,2007,3,9,64
63246,12/28/2006,2006,4,12,52,2007,3,9,64
63247,12/28/2006,2006,4,12,52,2007,3,9,64
63248,12/18/2006,2006,4,12,51,2007,3,9,63
63249,12/17/2006,2006,4,12,51,2007,3,9,63
63250,1/1/2007,2007,1,1,1,2007,4,10,41
63251,1/16/2010,2010,1,1,3,2010,4,10,43
63252,1/16/2010,2010,1,1,3,2010,4,10,43
63253,1/16/2010,2010,1,1,3,2010,4,10,43
63254,9/14/2010,2010,3,9,38,2011,2,6,50
63255,9/14/2010,2010,3,9,38,2011,2,6,50
63256,5/16/2010,2010,2,5,21,2011,1,2,33
63257,5/20/2009,2009,2,5,21,2010,1,2,33
63258,5/20/2009,2009,2,5,21,2010,1,2,33
63259,6/2/2009,2009,2,6,23,2010,1,3,35
63260,6/8/2009,2009,2,6,24,2010,1,3,36
63261,6/8/2009,2009,2,6,24,2010,1,3,36
63262,6/11/2009,2009,2,6,24,2010,1,3,36
63263,6/2/2009,2009,2,6,23,2010,1,3,35
63264,5/30/2009,2009,2,5,22,2010,1,2,34
63265,5/30/2009,2009,2,5,22,2010,1,2,34
63266,1/13/2010,2010,1,1,3,2010,4,10,43
63267,1/13/2010,2010,1,1,3,2010,4,10,43
63268,6/17/2008,2008,2,6,25,2009,1,3,37
63269,6/9/2008,2008,2,6,24,2009,1,3,36
63270,5/30/2008,2008,2,5,22,2009,1,2,34
63271,11/4/2006,2006,4,11,44,2007,3,8,56
63272,6/1/2008,2008,2,6,23,2009,1,3,35
63273,5/22/2008,2008,2,5,21,2009,1,2,33
63274,6/2/2008,2008,2,6,23,2009,1,3,35
63275,7/20/2010,2010,3,7,30,2011,2,4,42
63276,8/7/2010,2010,3,8,32,2011,2,5,44
63277,7/29/2010,2010,3,7,31,2011,2,4,43
63278,7/29/2010,2010,3,7,31,2011,2,4,43
63279,7/10/2010,2010,3,7,28,2011,2,4,40
63280,8/2/2010,2010,3,8,32,2011,2,5,44
63281,8/2/2010,2010,3,8,32,2011,2,5,44
63282,7/30/2010,2010,3,7,31,2011,2,4,43
63283,6/11/2006,2006,2,6,24,2007,1,3,36
63284,6/11/2006,2006,2,6,24,2007,1,3,36
63285,6/7/2006,2006,2,6,23,2007,1,3,35
63286,6/27/2006,2006,2,6,26,2007,1,3,38
63287,6/27/2006,2006,2,6,26,2007,1,3,38
63288,6/25/2006,2006,2,6,26,2007,1,3,38
63289,6/25/2006,2006,2,6,26,2007,1,3,38
63290,6/25/2006,2006,2,6,26,2007,1,3,38
63291,6/8/2006,2006,2,6,23,2007,1,3,35
63292,6/8/2006,2006,2,6,23,2007,1,3,35
63293,7/26/2010,2010,3,7,31,2011,2,4,43
63294,7/26/2010,2010,3,7,31,2011,2,4,43
63295,7/26/2010,2010,3,7,31,2011,2,4,43
63296,7/16/2010,2010,3,7,29,2011,2,4,41
63297,4/21/2009,2009,2,4,17,2010,1,1,29
63298,4/21/2009,2009,2,4,17,2010,1,1,29
63299,1/28/2009,2009,1,1,5,2009,4,10,45
63300,4/22/2007,2007,2,4,17,2008,1,1,29
63301,4/16/2007,2007,2,4,16,2008,1,1,28
63302,4/20/2007,2007,2,4,16,2008,1,1,28
63303,4/20/2007,2007,2,4,16,2008,1,1,28
63304,4/27/2007,2007,2,4,17,2008,1,1,29
63305,4/27/2007,2007,2,4,17,2008,1,1,29
63306,4/27/2007,2007,2,4,17,2008,1,1,29
63307,4/27/2007,2007,2,4,17,2008,1,1,29
63308,4/22/2007,2007,2,4,17,2008,1,1,29
63309,4/22/2007,2007,2,4,17,2008,1,1,29
63310,4/22/2007,2007,2,4,17,2008,1,1,29
63311,4/28/2007,2007,2,4,17,2008,1,1,29
63312,4/28/2007,2007,2,4,17,2008,1,1,29
63313,4/28/2007,2007,2,4,17,2008,1,1,29
63314,4/27/2007,2007,2,4,17,2008,1,1,29
63315,4/27/2007,2007,2,4,17,2008,1,1,29
63316,9/10/2010,2010,3,9,37,2011,2,6,49
63317,2/8/2009,2009,1,2,7,2009,4,11,47
63318,2/5/2009,2009,1,2,6,2009,4,11,46
63319,2/5/2009,2009,1,2,6,2009,4,11,46
63320,4/13/2009,2009,2,4,16,2010,1,1,28
63321,4/5/2009,2009,2,4,15,2010,1,1,27
63322,4/5/2009,2009,2,4,15,2010,1,1,27
63323,4/5/2009,2009,2,4,15,2010,1,1,27
63324,2/2/2009,2009,1,2,6,2009,4,11,46
63325,1/29/2009,2009,1,1,5,2009,4,10,45
63326,1/29/2009,2009,1,1,5,2009,4,10,45
63327,1/29/2009,2009,1,1,5,2009,4,10,45
63328,4/10/2008,2008,2,4,15,2009,1,1,27
63329,4/22/2008,2008,2,4,17,2009,1,1,29
63330,4/20/2008,2008,2,4,17,2009,1,1,29
63331,4/10/2008,2008,2,4,15,2009,1,1,27
63332,4/10/2008,2008,2,4,15,2009,1,1,27
63333,4/20/2008,2008,2,4,17,2009,1,1,29
63334,10/18/2008,2008,4,10,42,2009,3,7,54
63335,10/18/2008,2008,4,10,42,2009,3,7,54
63336,10/3/2005,2005,4,10,41,2006,3,7,53
63337,6/11/2006,2006,2,6,24,2007,1,3,36
63338,6/11/2006,2006,2,6,24,2007,1,3,36
63339,5/26/2005,2005,2,5,22,2006,1,2,34
63340,2/6/2006,2006,1,2,6,2006,4,11,46
63341,2/6/2006,2006,1,2,6,2006,4,11,46
63342,2/3/2006,2006,1,2,5,2006,4,11,45
63343,1/29/2006,2006,1,1,5,2006,4,10,45
63344,1/21/2006,2006,1,1,3,2006,4,10,43
63345,1/21/2006,2006,1,1,3,2006,4,10,43
63346,1/26/2006,2006,1,1,4,2006,4,10,44
63347,1/26/2006,2006,1,1,4,2006,4,10,44
63348,2/9/2006,2006,1,2,6,2006,4,11,46
63349,2/9/2006,2006,1,2,6,2006,4,11,46
63350,1/15/2006,2006,1,1,3,2006,4,10,43
63351,1/15/2006,2006,1,1,3,2006,4,10,43
63352,9/20/2009,2009,3,9,39,2010,2,6,51
63353,9/20/2009,2009,3,9,39,2010,2,6,51
63354,2/2/2006,2006,1,2,5,2006,4,11,45
63355,2/13/2010,2010,1,2,7,2010,4,11,47
63356,8/18/2010,2010,3,8,34,2011,2,5,46
63357,8/18/2010,2010,3,8,34,2011,2,5,46
63358,2/11/2010,2010,1,2,7,2010,4,11,47
63359,1/30/2010,2010,1,1,5,2010,4,10,45
63360,1/30/2010,2010,1,1,5,2010,4,10,45
63361,1/25/2010,2010,1,1,5,2010,4,10,45
63362,1/25/2010,2010,1,1,5,2010,4,10,45
63363,2/7/2010,2010,1,2,7,2010,4,11,47
63364,2/17/2010,2010,1,2,8,2010,4,11,48
63365,2/17/2010,2010,1,2,8,2010,4,11,48
63366,2/17/2010,2010,1,2,8,2010,4,11,48
63367,2/17/2010,2010,1,2,8,2010,4,11,48
63368,8/2/2005,2005,3,8,32,2006,2,5,44
63369,1/31/2010,2010,1,1,6,2010,4,10,46
63370,12/23/2006,2006,4,12,51,2007,3,9,63
63371,12/23/2006,2006,4,12,51,2007,3,9,63
63372,12/18/2006,2006,4,12,51,2007,3,9,63
63373,12/18/2006,2006,4,12,51,2007,3,9,63
63374,12/18/2006,2006,4,12,51,2007,3,9,63
63375,11/21/2006,2006,4,11,47,2007,3,8,59
63376,7/11/2005,2005,3,7,29,2006,2,4,41
63377,7/11/2005,2005,3,7,29,2006,2,4,41
63378,7/11/2005,2005,3,7,29,2006,2,4,41
63379,12/18/2006,2006,4,12,51,2007,3,9,63
63380,11/28/2006,2006,4,11,48,2007,3,8,60
63381,12/11/2006,2006,4,12,50,2007,3,9,62
63382,12/11/2006,2006,4,12,50,2007,3,9,62
63383,12/8/2006,2006,4,12,49,2007,3,9,61
63384,7/8/2005,2005,3,7,28,2006,2,4,40
63385,12/20/2006,2006,4,12,51,2007,3,9,63
63386,12/20/2006,2006,4,12,51,2007,3,9,63
63387,8/24/2010,2010,3,8,35,2011,2,5,47
63388,8/24/2010,2010,3,8,35,2011,2,5,47
63389,8/24/2010,2010,3,8,35,2011,2,5,47
63390,8/24/2010,2010,3,8,35,2011,2,5,47
63391,7/17/2006,2006,3,7,29,2007,2,4,41
63392,7/5/2006,2006,3,7,27,2007,2,4,39
63393,7/8/2006,2006,3,7,27,2007,2,4,39
63394,7/8/2006,2006,3,7,27,2007,2,4,39
63395,7/8/2006,2006,3,7,27,2007,2,4,39
63396,7/8/2006,2006,3,7,27,2007,2,4,39
63397,7/11/2006,2006,3,7,28,2007,2,4,40
63398,7/11/2006,2006,3,7,28,2007,2,4,40
63399,2/5/2007,2007,1,2,6,2007,4,11,46
63400,1/27/2007,2007,1,1,4,2007,4,10,44
63401,2/1/2007,2007,1,2,5,2007,4,11,45
63402,1/31/2007,2007,1,1,5,2007,4,10,45
63403,2/1/2007,2007,1,2,5,2007,4,11,45
63404,2/1/2007,2007,1,2,5,2007,4,11,45
63405,1/14/2007,2007,1,1,3,2007,4,10,43
63406,1/14/2007,2007,1,1,3,2007,4,10,43
63407,5/16/2005,2005,2,5,21,2006,1,2,33
63408,5/16/2005,2005,2,5,21,2006,1,2,33
63409,3/14/2009,2009,1,3,11,2009,4,12,51
63410,3/19/2008,2008,1,3,12,2008,4,12,24
63411,3/15/2009,2009,1,3,12,2009,4,12,24
63412,5/9/2005,2005,2,5,20,2006,1,2,32
63413,5/9/2005,2005,2,5,20,2006,1,2,32
63414,5/9/2005,2005,2,5,20,2006,1,2,32
63415,1/18/2007,2007,1,1,3,2007,4,10,43
63416,1/18/2007,2007,1,1,3,2007,4,10,43
63417,1/19/2007,2007,1,1,3,2007,4,10,43
63418,1/10/2007,2007,1,1,2,2007,4,10,42
63419,1/10/2007,2007,1,1,2,2007,4,10,42
63420,1/22/2007,2007,1,1,4,2007,4,10,44
63421,1/31/2007,2007,1,1,5,2007,4,10,45
63422,5/12/2005,2005,2,5,20,2006,1,2,32
63423,8/27/2007,2007,3,8,35,2008,2,5,47
63424,1/17/2007,2007,1,1,3,2007,4,10,43
63425,1/17/2007,2007,1,1,3,2007,4,10,43
63426,5/16/2007,2007,2,5,20,2008,1,2,32
63427,5/16/2007,2007,2,5,20,2008,1,2,32
63428,5/16/2007,2007,2,5,20,2008,1,2,32
63429,5/16/2007,2007,2,5,20,2008,1,2,32
63430,4/13/2005,2005,2,4,16,2006,1,1,28
63431,12/14/2005,2005,4,12,51,2006,3,9,63
63432,12/14/2005,2005,4,12,51,2006,3,9,63
63433,11/19/2008,2008,4,11,47,2009,3,8,59
63434,12/8/2005,2005,4,12,50,2006,3,9,62
63435,12/8/2005,2005,4,12,50,2006,3,9,62
63436,3/31/2005,2005,1,3,14,2005,4,12,26
63437,3/31/2005,2005,1,3,14,2005,4,12,26
63438,12/2/2005,2005,4,12,49,2006,3,9,61
63439,12/2/2005,2005,4,12,49,2006,3,9,61
63440,4/15/2005,2005,2,4,16,2006,1,1,28
63441,4/15/2005,2005,2,4,16,2006,1,1,28
63442,4/15/2005,2005,2,4,16,2006,1,1,28
63443,4/8/2005,2005,2,4,15,2006,1,1,27
63444,12/7/2005,2005,4,12,50,2006,3,9,62
63445,12/7/2005,2005,4,12,50,2006,3,9,62
63446,3/28/2005,2005,1,3,14,2005,4,12,26
63447,3/14/2005,2005,1,3,12,2005,4,12,24
63448,9/3/2007,2007,3,9,36,2008,2,6,48
63449,6/2/2005,2005,2,6,23,2006,1,3,35
63450,5/13/2005,2005,2,5,20,2006,1,2,32
63451,5/13/2005,2005,2,5,20,2006,1,2,32
63452,8/31/2007,2007,3,8,35,2008,2,5,47
63453,8/31/2007,2007,3,8,35,2008,2,5,47
63454,8/21/2007,2007,3,8,34,2008,2,5,46
63455,7/26/2005,2005,3,7,31,2006,2,4,43
63456,7/26/2005,2005,3,7,31,2006,2,4,43
63457,7/26/2005,2005,3,7,31,2006,2,4,43
63458,10/5/2006,2006,4,10,40,2007,3,7,52
63459,10/5/2006,2006,4,10,40,2007,3,7,52
63460,8/14/2007,2007,3,8,33,2008,2,5,45
63461,6/5/2007,2007,2,6,23,2008,1,3,35
63462,10/1/2006,2006,4,10,40,2007,3,7,52
63463,10/1/2006,2006,4,10,40,2007,3,7,52
63464,9/16/2006,2006,3,9,37,2007,2,6,49
63465,9/24/2006,2006,3,9,39,2007,2,6,51
63466,9/22/2006,2006,3,9,38,2007,2,6,50
63467,9/22/2006,2006,3,9,38,2007,2,6,50
63468,10/11/2006,2006,4,10,41,2007,3,7,53
63469,9/18/2006,2006,3,9,38,2007,2,6,50
63470,9/20/2006,2006,3,9,38,2007,2,6,50
63471,1/14/2008,2008,1,1,3,2008,4,10,43
63472,1/16/2008,2008,1,1,3,2008,4,10,43
63473,1/5/2008,2008,1,1,1,2008,4,10,41
63474,1/21/2008,2008,1,1,4,2008,4,10,44
63475,12/30/2007,2007,4,12,1,2008,3,9,41
63476,1/27/2008,2008,1,1,5,2008,4,10,45
63477,1/4/2008,2008,1,1,1,2008,4,10,41
63478,10/23/2007,2007,4,10,43,2008,3,7,55
63479,10/23/2007,2007,4,10,43,2008,3,7,55
63480,10/20/2007,2007,4,10,42,2008,3,7,54
63481,10/20/2007,2007,4,10,42,2008,3,7,54
63482,5/17/2007,2007,2,5,20,2008,1,2,32
63483,10/31/2007,2007,4,10,44,2008,3,7,56
63484,10/31/2007,2007,4,10,44,2008,3,7,56
63485,10/31/2007,2007,4,10,44,2008,3,7,56
63486,10/6/2007,2007,4,10,40,2008,3,7,52
63487,10/6/2007,2007,4,10,40,2008,3,7,52
63488,10/6/2007,2007,4,10,40,2008,3,7,52
63489,10/22/2009,2009,4,10,43,2010,3,7,55
63490,10/22/2009,2009,4,10,43,2010,3,7,55
63491,10/24/2009,2009,4,10,43,2010,3,7,55
63492,10/10/2007,2007,4,10,41,2008,3,7,53
63493,10/10/2007,2007,4,10,41,2008,3,7,53
63494,10/27/2007,2007,4,10,43,2008,3,7,55
63495,11/2/2009,2009,4,11,45,2010,3,8,57
63496,1/24/2006,2006,1,1,4,2006,4,10,44
63497,1/10/2006,2006,1,1,2,2006,4,10,42
63498,1/10/2006,2006,1,1,2,2006,4,10,42
63499,5/19/2008,2008,2,5,21,2009,1,2,33
63500,5/19/2008,2008,2,5,21,2009,1,2,33
63501,4/14/2010,2010,2,4,16,2011,1,1,28
63502,4/14/2010,2010,2,4,16,2011,1,1,28
63503,4/14/2010,2010,2,4,16,2011,1,1,28
63504,4/14/2010,2010,2,4,16,2011,1,1,28
63505,4/14/2010,2010,2,4,16,2011,1,1,28
63506,9/29/2005,2005,3,9,40,2006,2,6,52
63507,9/29/2005,2005,3,9,40,2006,2,6,52
63508,4/6/2007,2007,2,4,14,2008,1,1,26
63509,2/26/2010,2010,1,2,9,2010,4,11,49
63510,2/26/2010,2010,1,2,9,2010,4,11,49
63511,9/21/2005,2005,3,9,39,2006,2,6,51
63512,9/22/2005,2005,3,9,39,2006,2,6,51
63513,2/26/2010,2010,1,2,9,2010,4,11,49
63514,2/19/2010,2010,1,2,8,2010,4,11,48
63515,2/11/2010,2010,1,2,7,2010,4,11,47
63516,3/2/2010,2010,1,3,10,2010,4,12,50
63517,2/8/2010,2010,1,2,7,2010,4,11,47
63518,4/19/2008,2008,2,4,16,2009,1,1,28
63519,6/25/2006,2006,2,6,26,2007,1,3,38
63520,6/25/2006,2006,2,6,26,2007,1,3,38
63521,6/25/2006,2006,2,6,26,2007,1,3,38
63522,6/27/2006,2006,2,6,26,2007,1,3,38
63523,6/27/2006,2006,2,6,26,2007,1,3,38
63524,6/27/2006,2006,2,6,26,2007,1,3,38
63525,6/27/2006,2006,2,6,26,2007,1,3,38
63526,12/31/2007,2007,4,12,1,2008,3,9,41
63527,1/1/2008,2008,1,1,1,2008,4,10,41
63528,1/2/2008,2008,1,1,1,2008,4,10,41
63529,1/2/2008,2008,1,1,1,2008,4,10,41
63530,12/18/2007,2007,4,12,51,2008,3,9,63
63531,12/18/2007,2007,4,12,51,2008,3,9,63
63532,12/21/2007,2007,4,12,51,2008,3,9,63
63533,12/13/2007,2007,4,12,50,2008,3,9,62
63534,12/13/2007,2007,4,12,50,2008,3,9,62
63535,1/23/2006,2006,1,1,4,2006,4,10,44
63536,1/23/2006,2006,1,1,4,2006,4,10,44
63537,1/23/2006,2006,1,1,4,2006,4,10,44
63538,12/2/2008,2008,4,12,49,2009,3,9,61
63539,12/2/2008,2008,4,12,49,2009,3,9,61
63540,11/29/2008,2008,4,11,48,2009,3,8,60
63541,11/29/2008,2008,4,11,48,2009,3,8,60
63542,11/29/2008,2008,4,11,48,2009,3,8,60
63543,11/26/2008,2008,4,11,48,2009,3,8,60
63544,11/26/2008,2008,4,11,48,2009,3,8,60
63545,9/30/2005,2005,3,9,40,2006,2,6,52
63546,9/21/2005,2005,3,9,39,2006,2,6,51
63547,11/23/2008,2008,4,11,48,2009,3,8,60
63548,12/14/2008,2008,4,12,51,2009,3,9,63
63549,9/24/2005,2005,3,9,39,2006,2,6,51
63550,9/12/2005,2005,3,9,38,2006,2,6,50
63551,9/13/2005,2005,3,9,38,2006,2,6,50
63552,9/13/2005,2005,3,9,38,2006,2,6,50
63553,9/13/2005,2005,3,9,38,2006,2,6,50
63554,7/2/2010,2010,3,7,27,2011,2,4,39
63555,12/4/2008,2008,4,12,49,2009,3,9,61
63556,12/20/2008,2008,4,12,51,2009,3,9,63
63557,12/20/2008,2008,4,12,51,2009,3,9,63
63558,5/29/2008,2008,2,5,22,2009,1,2,34
63559,5/29/2008,2008,2,5,22,2009,1,2,34
63560,5/29/2008,2008,2,5,22,2009,1,2,34
63561,5/24/2010,2010,2,5,22,2011,1,2,34
63562,5/29/2010,2010,2,5,22,2011,1,2,34
63563,5/29/2010,2010,2,5,22,2011,1,2,34
63564,6/12/2010,2010,2,6,24,2011,1,3,36
63565,6/12/2010,2010,2,6,24,2011,1,3,36
63566,6/12/2010,2010,2,6,24,2011,1,3,36
63567,5/31/2010,2010,2,5,23,2011,1,2,35
63568,5/31/2010,2010,2,5,23,2011,1,2,35
63569,6/6/2010,2010,2,6,24,2011,1,3,36
63570,6/6/2010,2010,2,6,24,2011,1,3,36
63571,6/6/2010,2010,2,6,24,2011,1,3,36
63572,5/31/2010,2010,2,5,23,2011,1,2,35
63573,5/31/2010,2010,2,5,23,2011,1,2,35
63574,6/14/2010,2010,2,6,25,2011,1,3,37
63575,6/14/2010,2010,2,6,25,2011,1,3,37
63576,6/22/2010,2010,2,6,26,2011,1,3,38
63577,6/22/2010,2010,2,6,26,2011,1,3,38
63578,6/8/2010,2010,2,6,24,2011,1,3,36
63579,6/26/2010,2010,2,6,26,2011,1,3,38
63580,4/22/2009,2009,2,4,17,2010,1,1,29
63581,4/22/2009,2009,2,4,17,2010,1,1,29
63582,4/22/2009,2009,2,4,17,2010,1,1,29
63583,4/5/2009,2009,2,4,15,2010,1,1,27
63584,4/5/2009,2009,2,4,15,2010,1,1,27
63585,4/19/2009,2009,2,4,17,2010,1,1,29
